Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1/1/2019,LTCUSD,29.71,32.02,28.73,31.64,6111.46,188552.19
12/31/2018,LTCUSD,31.72,31.72,29.23,29.71,12755.39,383590.26
12/30/2018,LTCUSD,30.84,32.25,30,31.72,2185.1,68132.57
12/29/2018,LTCUSD,32.05,33.38,28,30.84,9445.03,300298.84
12/28/2018,LTCUSD,27.77,33.49,27.69,32.05,12768.35,391213.69
12/27/2018,LTCUSD,30.53,30.8,27.47,27.77,7371.4,211895.39
12/26/2018,LTCUSD,30.62,31.85,29.01,30.53,4985.39,151388.95
12/25/2018,LTCUSD,33.11,33.11,29.7,30.62,11597.24,355916.57
12/24/2018,LTCUSD,33.03,36.62,32.34,33.11,20897.92,726581.51
12/23/2018,LTCUSD,31.61,33.99,31.61,33.03,5512.87,180950.79
12/22/2018,LTCUSD,30.31,31.72,29.68,31.61,3523.47,107368.05
12/21/2018,LTCUSD,32.36,32.9,29.61,30.31,14560.14,455720.32
12/20/2018,LTCUSD,29.14,33.13,28.75,32.36,20671.34,648776.98
12/19/2018,LTCUSD,30.04,31.64,28.67,29.14,15750.99,476668.68
12/18/2018,LTCUSD,28.81,30.22,27.85,30.04,17524.31,505282.81
12/17/2018,LTCUSD,25.18,30.47,25.12,28.81,68201.71,1919692.97
12/16/2018,LTCUSD,23.48,26.66,23.28,25.18,19873.91,504327.23
12/15/2018,LTCUSD,23.02,24.5,22,23.48,12030.86,280821.56
12/14/2018,LTCUSD,22.88,23.47,22.25,23.02,12789.77,292416.89
12/13/2018,LTCUSD,24.01,24.14,22.69,22.88,22473.48,529464.61
12/12/2018,LTCUSD,23.23,24.9,23.06,24.01,16063.81,391917.06
12/11/2018,LTCUSD,24.12,24.76,22.69,23.23,12151.01,287190.16
12/10/2018,LTCUSD,25.23,25.66,23.62,24.12,14399.84,350880.95
12/9/2018,LTCUSD,24,26.6,24,25.23,6612.09,166077.88
12/8/2018,LTCUSD,24.96,25.74,22.94,24,10038.9,239035.68
12/7/2018,LTCUSD,26.22,26.55,22.17,24.96,50019.11,1214117.85
12/6/2018,LTCUSD,28.7,30.09,25.8,26.22,23266.19,645757.26
12/5/2018,LTCUSD,30.77,31.06,28.67,28.7,10749.49,316583.5
12/4/2018,LTCUSD,30.53,31.88,29.66,30.77,4405.33,136731.33
12/3/2018,LTCUSD,33.2,33.2,29.62,30.53,9490.79,294358.82
12/2/2018,LTCUSD,34.22,34.82,32.81,33.2,3236.94,109023.2
12/1/2018,LTCUSD,31.88,34.99,31,34.22,2887.8,96977.84
11/30/2018,LTCUSD,33.38,34.09,30.82,31.88,8768.54,283198.25
11/29/2018,LTCUSD,34.45,35.17,32.85,33.38,6588.46,220017.17
11/28/2018,LTCUSD,30.81,35.96,30.77,34.45,24963.89,850478.39
11/27/2018,LTCUSD,29.13,31.22,28.18,30.81,6463.79,191411.19
11/26/2018,LTCUSD,30.44,31.76,27.63,29.13,14220.26,421592.06
11/25/2018,LTCUSD,29.17,31.89,26.4,30.44,9518.11,277130.79
11/24/2018,LTCUSD,31.9,32.99,27.87,29.17,5821.96,173108.13
11/23/2018,LTCUSD,31.31,32.78,28.47,31.9,8806.34,273505.51
11/22/2018,LTCUSD,34.33,34.68,31.31,31.31,6462.34,217604.93
11/21/2018,LTCUSD,32.03,34.34,31.1,34.33,6434.55,212440.12
11/20/2018,LTCUSD,35.91,37.55,30.22,32.03,11201.65,376388.13
11/19/2018,LTCUSD,41.85,41.85,35,35.91,11720.88,436465.43
11/18/2018,LTCUSD,41.65,42.88,41.5,41.85,702.22,29524.91
11/17/2018,LTCUSD,41.72,42.34,41.06,41.65,1455.96,60636.67
11/16/2018,LTCUSD,43.2,43.61,41,41.72,2287.93,96738.05
11/15/2018,LTCUSD,42.72,43.73,39.59,43.2,8301.32,353446.78
11/14/2018,LTCUSD,49.2,49.9,40.24,42.72,12849.72,551213.2
11/13/2018,LTCUSD,50.5,50.5,48.35,49.2,4842.46,239937.06
11/12/2018,LTCUSD,50.32,50.5,50,50.5,361.87,18176.56
